"cancion_id";"titulo";"artista_id";"album";"anio_lanzamiento";"duracion_seg";"genero";"subgenero";"energia";"bailabilidad";"valencia";"acusticidad";"instrumentalidad";"tempo";"volumen_db";"explicito";"nombre_artistico";"seguidores";"total_reproducciones";"reproducciones_completadas";"ratio_completadas";"puntuacion_media";"num_valoraciones";"en_chart";"mejor_posicion_chart";"semanas_en_chart";"num_playlists"
538;"Tema 538";143;"Sofia Torres - Reincidencia";"2023";220;"electronica";"techno";0.9;0.61;0.72;0.09;0.23;98;-11.3;0;"Sofia Torres";2072977;32;22.0;0.6875;3.7;10;1;16;3;3
539;"Tema 539";3;"El Guincho - Tercero";"2023";375;"r&b";"neo-soul";0.7;0.68;0.63;0.5;0.3;192;-16.7;0;"El Guincho";6683728;32;21.0;0.6563;3.5;6;1;7;2;3
540;"Tema 540";81;"Gabriel Torres - Reflexión";"2023";273;"electronica";"deep-house";0.88;0.74;0.41;0.09;0.37;72;-2.1;0;"Gabriel Torres";5975588;32;24.0;0.75;4.44;9;1;10;3;3
541;"Tema 541";177;"Luis López - Tercero";"2020";230;"flamenco";"flamenco-pop";0.64;0.61;0.48;1.0;0.39;181;-10.5;0;"Luis López";3532637;34;31.0;0.9118;4.25;8;1;14;4;7
542;"Tema 542";25;"Morat - Vueltas";"2022";253;"rap";"trap";0.94;0.85;0.54;0.01;0.18;152;-9.8;0;"Morat";3144673;18;11.0;0.6111;4.25;4;1;3;2;3
543;"Tema 543";66;"J. Cole - Nuevo";"2020";330;"r&b";"r&b-soul";0.64;0.61;0.78;0.17;0.2;149;-9.3;0;"J. Cole";6759256;24;17.0;0.7083;4.13;8;1;3;2;6
544;"Tema 544";156;"Emma Martínez - Cuarto";"2024";395;"electronica";"techno";0.88;0.83;0.44;0.02;0.25;132;-12.0;0;"Emma Martínez";841434;31;20.0;0.6452;4.23;13;1;2;4;2
545;"Tema 545";173;"Ana Brown - Cambio de Dirección";"2023";348;"reggaeton";"reggaeton-puro";0.75;0.94;0.58;0.13;0.33;157;-24.9;0;"Ana Brown";2162891;22;15.0;0.6818;4.14;7;0;0;0;5
546;"Tema 546";119;"María Johnson - Regreso";"2021";205;"clasica";"opera";0.11;0.23;0.5;0.91;0.34;167;-5.9;0;"María Johnson";6702440;19;11.0;0.5789;3.5;4;1;13;2;2
547;"Tema 547";147;"Laura Fernández - Reincidencia";"2020";160;"reggaeton";"reggaeton-trap";0.99;0.91;0.6;0.08;0.06;147;-12.8;1;"Laura Fernández";2831476;29;21.0;0.7241;4.44;9;1;37;1;1
548;"Tema 548";82;"Miguel Torres - Regreso";"2022";256;"reggaeton";"reggaeton-romantico";0.78;0.98;0.63;0.12;0.14;129;-28.4;0;"Miguel Torres";2938903;25;15.0;0.6;3.44;16;1;11;4;4
549;"Tema 549";200;"Emma López - Nuevo";"2024";386;"reggaeton";"reggaeton-romantico";0.71;0.88;0.43;0.12;0.35;165;-3.5;1;"Emma López";4550686;25;15.0;0.6;3.25;8;1;3;3;8
550;"Tema 550";6;"Måneskin - Tercero";"2021";248;"r&b";"r&b-soul";0.63;0.56;0.75;0.45;0.08;113;-7.9;1;"Måneskin";947981;21;11.0;0.5238;3.8;5;0;0;0;2
551;"Tema 551";27;"Sfdk - Segundo Album";"2020";362;"indie";"post-punk";0.44;0.6;0.8;0.22;0.36;73;-11.3;1;"Sfdk";1213679;17;13.0;0.7647;3.8;10;1;6;3;1
552;"Tema 552";102;"David Torres - Cambio de Dirección";"2020";173;"rock";"rock-progresivo";0.99;0.44;0.64;0.12;0.13;99;-28.0;1;"David Torres";3045188;26;17.0;0.6538;3.88;8;1;1;4;2
553;"Tema 553";100;"David Johnson - Quinto";"2021";246;"flamenco";"flamenco-pop";0.89;0.73;0.74;0.98;0.03;173;-18.4;0;"David Johnson";352502;24;20.0;0.8333;4.33;3;1;7;3;2
554;"Tema 554";34;"Drake - Cambio de Dirección";"2021";134;"reggaeton";"reggaeton-puro";0.72;0.84;0.49;0.09;0.11;151;-27.0;0;"Drake";24289502;20;11.0;0.55;4.0;2;1;1;5;5
555;"Tema 555";84;"Alex Green - Vueltas";"2023";396;"flamenco";"flamenco-pop";0.57;0.46;0.79;0.9;0.39;200;-16.8;0;"Alex Green";207004;32;23.0;0.7188;3.5;6;1;5;2;2
556;"Tema 556";179;"Luis Green - Cambio de Dirección";"2021";353;"clasica";"musica-clasica-instrumental";0.24;0.24;0.36;0.79;0.09;194;-26.1;0;"Luis Green";8291031;19;14.0;0.7368;3.8;5;1;1;5;4
557;"Tema 557";137;"Ana Ramírez - Quinto";"2022";366;"electronica";"trance";0.7;0.72;0.64;0.01;0.08;118;-5.7;0;"Ana Ramírez";2204358;24;15.0;0.625;3.22;9;1;35;1;1
558;"Tema 558";114;"Juan Johnson - Quinto";"2022";331;"electronica";"deep-house";0.66;0.72;0.73;0.02;0.03;99;-15.5;0;"Juan Johnson";4962661;28;19.0;0.6786;4.4;5;1;22;5;3
559;"Tema 559";1;"La Casa Azul - Cambio de Dirección";"2021";296;"rock";"rock-progresivo";0.72;0.47;0.62;0.15;0.23;180;-14.8;0;"La Casa Azul";2446340;23;13.0;0.5652;4.17;6;1;27;2;7
560;"Tema 560";177;"Luis López - Vueltas";"2023";273;"flamenco";"flamenco-puro";0.56;0.65;0.51;0.8;0.03;170;-16.2;0;"Luis López";3532637;30;19.0;0.6333;4.33;6;1;1;2;3
561;"Tema 561";153;"Sofia Johnson - Cuarto";"2020";400;"reggaeton";"perreo";0.79;0.96;0.42;0.08;0.18;108;-8.2;0;"Sofia Johnson";479592;13;10.0;0.7692;3.75;4;1;12;4;7
562;"Tema 562";144;"María Rodríguez - Reincidencia";"2023";247;"indie";"indie-pop";0.59;0.53;0.69;0.63;0.13;159;-13.9;0;"María Rodríguez";1083791;21;13.0;0.619;3.92;12;1;5;3;6
563;"Tema 563";57;"David Bowie - Quinto";"2020";336;"latin";"salsa";0.89;0.95;0.87;0.35;0.08;192;-15.3;0;"David Bowie";1241243;18;13.0;0.7222;3.4;10;1;11;2;1
564;"Tema 564";157;"Alex Pérez - Reflexión";"2022";265;"r&b";"r&b-contemporaneo";0.66;0.65;0.59;0.44;0.14;165;-4.2;1;"Alex Pérez";3355465;33;23.0;0.697;3.89;9;1;5;3;5
565;"Tema 565";18;"Enrique Iglesias - Tercero";"2021";268;"electronica";"house";0.76;0.71;0.53;0.11;0.05;176;-24.1;0;"Enrique Iglesias";3819639;30;18.0;0.6;4.0;7;1;12;5;4
566;"Tema 566";70;"Tiësto - Evolución";"2024";371;"clasica";"camara";0.58;0.05;0.48;0.87;0.2;142;-10.7;1;"Tiësto";35173170;24;12.0;0.5;3.5;6;1;28;1;4
567;"Tema 567";13;"Rosalía - Cambio de Dirección";"2020";215;"clasica";"orquesta";0.21;0.17;0.39;0.9;0.06;132;-12.9;0;"Rosalía";9032147;24;18.0;0.75;4.63;8;1;11;4;2
568;"Tema 568";184;"Juan González - Vueltas";"2020";239;"indie";"indie-rock";0.39;0.34;0.41;0.29;0.33;98;-21.4;1;"Juan González";6305001;35;24.0;0.6857;3.0;3;0;0;0;1
569;"Tema 569";56;"The Strokes - Nuevo";"2023";279;"r&b";"smooth-jazz";0.72;0.79;0.63;0.16;0.15;155;-6.1;0;"The Strokes";20895483;28;22.0;0.7857;4.2;10;1;1;7;5
570;"Tema 570";9;"Bunbury - Nuevo";"2020";194;"indie";"indie-rock";0.48;0.24;0.58;0.62;0.32;128;-24.7;0;"Bunbury";4695410;24;15.0;0.625;3.43;7;1;8;1;8
571;"Tema 571";19;"Alejandro Sanz - Cambio de Dirección";"2023";212;"r&b";"neo-soul";0.64;0.57;0.49;0.45;0.1;124;-22.1;0;"Alejandro Sanz";2927685;19;12.0;0.6316;4.5;4;1;4;2;3
572;"Tema 572";4;"Los Secretos - Segundo Album";"2021";317;"pop";"pop-rock";0.4;0.8;0.82;0.29;0.3;123;-25.4;0;"Los Secretos";4664712;28;24.0;0.8571;3.0;9;1;23;2;6
573;"Tema 573";9;"Bunbury - Cuarto";"2023";168;"indie";"post-punk";0.53;0.38;0.35;0.44;0.37;113;-28.8;0;"Bunbury";4695410;31;19.0;0.6129;3.88;8;1;28;2;6
574;"Tema 574";175;"Emma Martínez - Quinto";"2022";201;"r&b";"r&b-soul";0.5;0.56;0.5;0.46;0.19;200;-16.0;0;"Emma Martínez";3118373;22;18.0;0.8182;3.6;5;1;27;2;2
575;"Tema 575";65;"Kendrick Lamar - Vueltas";"2022";221;"pop";"pop-latino";0.7;0.55;0.69;0.23;0.24;73;0.0;0;"Kendrick Lamar";3138422;24;19.0;0.7917;4.5;6;1;7;4;2
576;"Tema 576";56;"The Strokes - Segundo Album";"2021";342;"r&b";"r&b-contemporaneo";0.67;0.62;0.73;0.17;0.01;63;-23.9;1;"The Strokes";20895483;25;20.0;0.8;4.29;7;1;1;4;5
577;"Tema 577";71;"Diplo - 25 Aniversario";"2020";322;"indie";"indie-pop";0.47;0.46;0.61;0.66;0.2;62;-15.0;0;"Diplo";12335870;26;21.0;0.8077;3.7;10;1;9;6;7
578;"Tema 578";149;"David Stone - Reflexión";"2023";199;"flamenco";"flamenco-pop";0.52;0.41;0.62;0.78;0.34;82;-25.2;1;"David Stone";168553;24;21.0;0.875;3.75;4;1;3;5;2
579;"Tema 579";128;"Sofia Torres - Segundo Album";"2024";293;"clasica";"orquesta";0.11;0.13;0.32;0.71;0.29;75;-26.7;0;"Sofia Torres";5924034;17;10.0;0.5882;3.83;12;1;13;4;2
580;"Tema 580";40;"The Weeknd - Evolución";"2024";174;"clasica";"camara";0.4;0.08;0.29;0.81;0.32;184;-18.2;1;"The Weeknd";5140726;29;20.0;0.6897;4.15;13;1;46;1;3
581;"Tema 581";143;"Sofia Torres - Reflexión";"2022";344;"electronica";"techno";0.9;0.64;0.69;0.04;0.27;65;-13.0;0;"Sofia Torres";2072977;33;26.0;0.7879;4.1;10;1;9;3;6
582;"Tema 582";92;"David Johnson - Evolución";"2021";248;"pop";"pop-activo";0.77;0.64;0.53;0.11;0.33;184;-14.3;0;"David Johnson";3757379;23;18.0;0.7826;4.67;3;0;0;0;2
583;"Tema 583";144;"María Rodríguez - Quinto";"2024";370;"indie";"indie-pop";0.69;0.32;0.47;0.22;0.38;107;-10.0;0;"María Rodríguez";1083791;20;12.0;0.6;3.6;10;1;1;2;3
584;"Tema 584";83;"David Rodríguez - Evolución";"2023";260;"pop";"synth-pop";0.77;0.59;0.74;0.3;0.13;101;-4.6;1;"David Rodríguez";1215456;28;18.0;0.6429;2.75;8;1;30;1;1
585;"Tema 585";40;"The Weeknd - Vueltas";"2022";254;"clasica";"opera";0.57;0.27;0.57;0.78;0.11;176;-1.1;1;"The Weeknd";5140726;22;18.0;0.8182;4.0;5;1;5;4;5
586;"Tema 586";164;"Alex García - Cambio de Dirección";"2023";214;"rock";"rock-duro";0.6;0.51;0.58;0.35;0.4;153;-20.6;0;"Alex García";2312155;27;22.0;0.8148;3.67;6;1;9;4;1
587;"Tema 587";62;"Eminem - Nuevo";"2020";395;"latin";"bachata";0.72;0.72;0.73;0.3;0.14;108;-5.0;0;"Eminem";3032483;28;22.0;0.7857;3.78;9;1;5;4;4
588;"Tema 588";128;"Sofia Torres - Reflexión";"2024";198;"clasica";"opera";0.57;0.06;0.39;0.98;0.02;142;-27.2;0;"Sofia Torres";5924034;24;16.0;0.6667;4.25;4;1;11;6;4
589;"Tema 589";83;"David Rodríguez - Segundo Album";"2020";387;"pop";"pop-activo";0.47;0.71;0.56;0.39;0.18;71;-15.0;0;"David Rodríguez";1215456;28;21.0;0.75;3.8;10;1;4;2;3
590;"Tema 590";34;"Drake - Tercero";"2020";223;"reggaeton";"reggaeton-puro";0.77;0.89;0.66;0.15;0.3;184;-12.7;1;"Drake";24289502;24;16.0;0.6667;4.0;10;1;35;2;6
591;"Tema 591";9;"Bunbury - 25 Aniversario";"2023";370;"indie";"post-punk";0.75;0.61;0.68;0.23;0.0;125;-23.6;1;"Bunbury";4695410;25;15.0;0.6;4.08;12;1;48;1;5
592;"Tema 592";57;"David Bowie - 25 Aniversario";"2020";126;"latin";"salsa";0.83;0.8;0.72;0.55;0.36;185;-2.7;0;"David Bowie";1241243;24;15.0;0.625;3.63;8;1;3;2;4
593;"Tema 593";21;"Serrat - Vueltas";"2020";304;"pop";"synth-pop";0.53;0.74;0.61;0.16;0.07;166;-19.7;0;"Serrat";4831854;26;21.0;0.8077;3.5;8;1;26;3;4
594;"Tema 594";182;"Alex González - Debut";"2024";256;"flamenco";"flamenco-puro";0.67;0.73;0.45;0.89;0.21;78;-21.4;0;"Alex González";371332;32;22.0;0.6875;4.44;9;1;4;3;9
595;"Tema 595";20;"Ricky Martin - Cuarto";"2024";169;"electronica";"house";0.8;0.7;0.6;0.07;0.07;119;-26.5;0;"Ricky Martin";1821114;26;18.0;0.6923;4.33;3;1;8;3;6
596;"Tema 596";49;"Shawn Mendes - Cuarto";"2024";247;"indie";"post-punk";0.57;0.65;0.47;0.57;0.26;105;-2.1;0;"Shawn Mendes";6829790;27;17.0;0.6296;3.83;12;1;10;4;4
597;"Tema 597";143;"Sofia Torres - Reincidencia";"2020";303;"electronica";"electro-house";0.93;0.8;0.63;0.13;0.16;169;-20.2;0;"Sofia Torres";2072977;34;26.0;0.7647;3.25;4;1;7;4;7
598;"Tema 598";43;"Harry Styles - Reflexión";"2021";325;"clasica";"opera";0.11;0.25;0.6;0.73;0.23;100;-16.1;0;"Harry Styles";779949;28;21.0;0.75;4.0;8;1;8;3;1
599;"Tema 599";154;"Francisco Rodríguez - Vueltas";"2022";281;"rap";"mumble-rap";0.74;0.94;0.39;0.01;0.24;143;-7.8;0;"Francisco Rodríguez";2026816;21;16.0;0.7619;3.8;5;1;4;4;5
600;"Tema 600";106;"Carlos González - Reflexión";"2023";285;"rock";"grunge";0.61;0.5;0.51;0.14;0.07;121;-13.0;0;"Carlos González";870216;20;17.0;0.85;3.5;8;1;13;1;2
601;"Tema 601";55;"Arctic Monkeys - Reincidencia";"2024";250;"indie";"indie-folk";0.45;0.67;0.71;0.69;0.1;175;-0.9;0;"Arctic Monkeys";7788435;26;19.0;0.7308;4.0;5;1;5;8;2
602;"Tema 602";102;"David Torres - Debut";"2020";265;"rock";"grunge";0.77;0.4;0.32;0.12;0.28;64;-16.3;0;"David Torres";3045188;30;19.0;0.6333;3.0;6;1;11;3;5
603;"Tema 603";78;"María Johnson - Debut";"2022";233;"electronica";"techno";0.69;0.81;0.43;0.09;0.14;140;-5.3;1;"María Johnson";240787;33;25.0;0.7576;3.6;10;0;0;0;4
604;"Tema 604";177;"Luis López - Quinto";"2024";381;"flamenco";"flamenco-fusión";0.83;0.59;0.54;0.75;0.32;84;-20.2;1;"Luis López";3532637;26;17.0;0.6538;4.0;2;1;6;5;2
605;"Tema 605";92;"David Johnson - Tercero";"2021";255;"pop";"pop-latino";0.48;0.53;0.69;0.24;0.34;123;-23.4;1;"David Johnson";3757379;29;17.0;0.5862;3.44;9;1;11;3;8
606;"Tema 606";77;"Emma Torres - Segundo Album";"2024";324;"r&b";"neo-soul";0.53;0.74;0.73;0.25;0.18;79;-20.9;0;"Emma Torres";4435643;27;17.0;0.6296;4.25;4;1;14;3;5
607;"Tema 607";124;"Luis García - Tercero";"2023";168;"latin";"regional-mexicano";0.93;0.73;0.88;0.47;0.21;136;-29.0;1;"Luis García";359776;20;12.0;0.6;3.5;14;1;10;6;1
608;"Tema 608";148;"María Pérez - Reincidencia";"2020";148;"r&b";"r&b-contemporaneo";0.57;0.62;0.46;0.36;0.39;149;-13.1;0;"María Pérez";2105558;25;19.0;0.76;4.25;4;0;0;0;5
609;"Tema 609";112;"Gabriel Martínez - Reincidencia";"2020";236;"flamenco";"flamenco-puro";0.79;0.43;0.57;0.65;0.25;157;-1.8;1;"Gabriel Martínez";537425;30;23.0;0.7667;4.0;3;1;1;5;1
610;"Tema 610";135;"José Martínez - Debut";"2022";396;"clasica";"camara";0.43;0.02;0.38;0.87;0.16;143;-5.0;0;"José Martínez";8599363;17;12.0;0.7059;3.7;10;1;7;1;3
611;"Tema 611";57;"David Bowie - Tercero";"2020";321;"latin";"bachata";0.89;0.85;0.71;0.3;0.04;189;-19.4;1;"David Bowie";1241243;29;18.0;0.6207;3.73;11;1;2;3;3
612;"Tema 612";111;"Juan Green - Quinto";"2023";195;"reggaeton";"reggaeton-trap";0.82;0.94;0.66;0.01;0.16;146;-24.5;1;"Juan Green";1036420;18;9.0;0.5;4.11;9;1;5;3;5
613;"Tema 613";147;"Laura Fernández - Evolución";"2020";400;"reggaeton";"reggaeton-romantico";0.75;0.97;0.42;0.08;0.07;127;-3.6;1;"Laura Fernández";2831476;26;20.0;0.7692;3.64;11;0;0;0;5
614;"Tema 614";129;"Ana Sánchez - Reincidencia";"2021";189;"indie";"dream-pop";0.58;0.32;0.55;0.57;0.38;110;-23.4;0;"Ana Sánchez";30929;22;18.0;0.8182;4.0;5;0;0;0;1
615;"Tema 615";167;"Ana Smith - 25 Aniversario";"2021";388;"latin";"salsa";0.91;0.93;0.87;0.45;0.25;122;-17.9;1;"Ana Smith";1170430;24;16.0;0.6667;4.17;12;1;19;3;6
616;"Tema 616";199;"Ana Ramírez - Reincidencia";"2022";165;"flamenco";"flamenco-puro";0.8;0.61;0.67;0.77;0.29;165;-5.3;0;"Ana Ramírez";6553397;25;22.0;0.88;4.0;11;1;1;3;3
617;"Tema 617";90;"Juan López - Cuarto";"2022";296;"reggaeton";"reggaeton-puro";0.74;0.97;0.62;0.17;0.17;138;-18.6;1;"Juan López";1927198;36;27.0;0.75;4.67;3;1;19;3;3
618;"Tema 618";90;"Juan López - 25 Aniversario";"2023";194;"reggaeton";"reggaeton-romantico";0.97;0.85;0.74;0.1;0.21;71;-20.7;0;"Juan López";1927198;25;18.0;0.72;3.57;7;0;0;0;2
619;"Tema 619";60;"Pink Floyd - Cuarto";"2022";199;"latin";"cumbia";0.8;0.78;0.61;0.31;0.0;88;-0.6;0;"Pink Floyd";3648256;30;27.0;0.9;3.56;9;1;8;2;4
620;"Tema 620";63;"Jay-Z - 25 Aniversario";"2021";267;"r&b";"r&b-soul";0.74;0.62;0.69;0.24;0.27;147;-5.8;0;"Jay-Z";14616462;19;16.0;0.8421;3.2;5;1;12;3;6
621;"Tema 621";29;"Elefantes - Quinto";"2023";361;"rock";"rock-duro";0.98;0.42;0.61;0.21;0.4;144;-29.2;1;"Elefantes";4587523;21;17.0;0.8095;3.56;9;0;0;0;3
622;"Tema 622";138;"David López - Cuarto";"2021";399;"rap";"mumble-rap";0.88;0.83;0.58;0.02;0.38;126;-24.6;0;"David López";3652260;23;16.0;0.6957;3.57;7;1;2;3;1
623;"Tema 623";160;"María Torres - Evolución";"2021";129;"rock";"hard-rock";0.85;0.37;0.42;0.32;0.17;194;-25.2;1;"María Torres";3918246;19;12.0;0.6316;3.67;6;1;10;2;1
624;"Tema 624";44;"Justin Bieber - Debut";"2022";222;"rap";"mumble-rap";0.75;0.75;0.6;0.18;0.03;129;-18.2;1;"Justin Bieber";19703383;27;18.0;0.6667;3.58;12;1;8;2;7
625;"Tema 625";168;"Gabriel Pérez - Debut";"2020";318;"r&b";"r&b-contemporaneo";0.44;0.5;0.66;0.34;0.07;152;-23.0;0;"Gabriel Pérez";629296;26;15.0;0.5769;4.11;9;1;40;1;3
626;"Tema 626";5;"Duncan Dhu - Quinto";"2023";238;"clasica";"musica-clasica-instrumental";0.11;0.25;0.69;0.74;0.09;190;-3.9;0;"Duncan Dhu";948124;24;17.0;0.7083;3.73;11;1;14;2;4
627;"Tema 627";26;"Taburete - Nuevo";"2023";392;"clasica";"orquesta";0.56;0.13;0.23;0.71;0.23;107;-18.2;1;"Taburete";7789680;33;24.0;0.7273;4.27;11;1;13;3;8
628;"Tema 628";118;"Miguel Smith - Cambio de Dirección";"2020";140;"rock";"rock-alternativo";0.61;0.47;0.3;0.41;0.12;195;-28.8;0;"Miguel Smith";629486;32;24.0;0.75;4.0;9;1;23;1;5
629;"Tema 629";126;"Francisco Fernández - Reincidencia";"2021";129;"rock";"rock-progresivo";0.84;0.42;0.69;0.32;0.11;150;-8.7;0;"Francisco Fernández";1681173;29;24.0;0.8276;3.13;8;1;9;1;8
630;"Tema 630";78;"María Johnson - Cuarto";"2024";261;"electronica";"house";0.71;0.92;0.49;0.08;0.02;125;-17.2;0;"María Johnson";240787;23;13.0;0.5652;3.27;11;1;8;4;7
631;"Tema 631";8;"Leiva - Cambio de Dirección";"2022";235;"flamenco";"flamenco-fusión";0.83;0.72;0.49;0.69;0.33;147;-2.1;0;"Leiva";10156154;27;16.0;0.5926;3.75;8;1;11;3;11
632;"Tema 632";169;"Francisco Stone - Tercero";"2020";315;"latin";"regional-mexicano";0.63;0.81;0.7;0.55;0.03;118;-23.7;0;"Francisco Stone";134889;30;24.0;0.8;3.63;8;1;18;2;4
633;"Tema 633";147;"Laura Fernández - Tercero";"2023";279;"reggaeton";"perreo";0.93;0.81;0.6;0.09;0.13;174;-18.2;0;"Laura Fernández";2831476;20;16.0;0.8;3.0;4;1;4;4;3
634;"Tema 634";53;"Radiohead - Regreso";"2021";397;"indie";"indie-pop";0.56;0.28;0.59;0.6;0.3;95;-25.4;0;"Radiohead";22940755;25;20.0;0.8;3.44;9;1;10;3;3
635;"Tema 635";181;"Francisco Fernández - Cambio de Dirección";"2021";340;"rap";"hip-hop";0.74;0.69;0.44;0.08;0.27;100;-28.3;0;"Francisco Fernández";1261397;27;22.0;0.8148;3.75;8;1;3;7;3
636;"Tema 636";143;"Sofia Torres - Cambio de Dirección";"2020";214;"electronica";"deep-house";0.61;0.74;0.65;0.03;0.26;97;-22.2;0;"Sofia Torres";2072977;23;14.0;0.6087;3.89;9;1;43;1;4
637;"Tema 637";196;"Luis González - Nuevo";"2023";330;"flamenco";"flamenco-pop";0.85;0.76;0.52;0.69;0.16;173;-22.8;0;"Luis González";1298702;26;17.0;0.6538;4.14;7;1;38;1;3
638;"Tema 638";164;"Alex García - Evolución";"2022";197;"rock";"rock-alternativo";0.87;0.55;0.57;0.43;0.16;87;-25.3;1;"Alex García";2312155;29;21.0;0.7241;3.25;8;1;27;2;4
639;"Tema 639";7;"Melendi - Reflexión";"2024";256;"electronica";"trance";0.9;0.73;0.64;0.04;0.03;119;-0.2;0;"Melendi";399193;27;20.0;0.7407;3.67;6;1;33;2;2
640;"Tema 640";60;"Pink Floyd - Regreso";"2020";303;"latin";"cumbia";0.65;0.95;0.89;0.52;0.26;182;-12.7;1;"Pink Floyd";3648256;30;17.0;0.5667;3.67;6;1;5;1;6
641;"Tema 641";155;"Luis Green - Vueltas";"2022";214;"electronica";"electro-house";0.95;0.7;0.53;0.09;0.16;185;-17.2;0;"Luis Green";12742110;31;22.0;0.7097;3.8;10;1;15;3;5
642;"Tema 642";42;"Beyoncé - Cuarto";"2021";136;"latin";"bachata";0.72;0.84;0.86;0.28;0.37;63;-9.3;0;"Beyoncé";5968377;19;14.0;0.7368;4.5;6;1;38;2;1
643;"Tema 643";106;"Carlos González - Cuarto";"2021";224;"rock";"rock-duro";0.93;0.47;0.61;0.11;0.33;105;-28.8;0;"Carlos González";870216;27;20.0;0.7407;4.0;5;1;29;2;4
644;"Tema 644";113;"Alex González - 25 Aniversario";"2023";286;"indie";"dream-pop";0.74;0.7;0.45;0.31;0.31;123;-22.4;0;"Alex González";7974850;20;16.0;0.8;3.89;9;1;2;3;2
645;"Tema 645";199;"Ana Ramírez - Debut";"2024";314;"flamenco";"flamenco-pop";0.85;0.44;0.45;0.99;0.27;160;-4.6;0;"Ana Ramírez";6553397;23;15.0;0.6522;3.4;5;1;11;2;5
646;"Tema 646";191;"Ana Fernández - 25 Aniversario";"2024";394;"pop";"synth-pop";0.53;0.74;0.74;0.28;0.27;69;-12.7;0;"Ana Fernández";303178;33;23.0;0.697;2.83;6;1;16;1;4
647;"Tema 647";116;"David López - Vueltas";"2020";245;"rap";"mumble-rap";0.83;0.7;0.61;0.05;0.28;197;-23.0;0;"David López";6164559;26;18.0;0.6923;3.25;8;1;5;3;1
648;"Tema 648";189;"José Sánchez - Debut";"2024";318;"rap";"mumble-rap";0.89;0.86;0.39;0.01;0.05;72;-11.8;1;"José Sánchez";2272838;21;17.0;0.8095;3.33;12;1;6;2;2
649;"Tema 649";113;"Alex González - Reincidencia";"2022";266;"indie";"dream-pop";0.72;0.22;0.67;0.37;0.19;102;-2.1;0;"Alex González";7974850;24;18.0;0.75;3.83;6;1;2;4;3
650;"Tema 650";157;"Alex Pérez - Debut";"2024";192;"r&b";"smooth-jazz";0.52;0.64;0.41;0.13;0.1;175;-29.2;1;"Alex Pérez";3355465;24;13.0;0.5417;4.14;7;1;7;3;6
651;"Tema 651";129;"Ana Sánchez - Segundo Album";"2021";399;"indie";"indie-pop";0.62;0.41;0.57;0.29;0.12;160;-10.1;0;"Ana Sánchez";30929;25;17.0;0.68;3.67;6;1;13;2;3
652;"Tema 652";116;"David López - Debut";"2021";352;"rap";"mumble-rap";0.99;0.62;0.66;0.12;0.23;111;-15.0;0;"David López";6164559;25;17.0;0.68;3.42;12;1;14;3;4
653;"Tema 653";24;"Paco de Lucía - Quinto";"2022";203;"flamenco";"flamenco-puro";0.53;0.44;0.64;0.74;0.37;83;-17.8;1;"Paco de Lucía";2381386;26;20.0;0.7692;3.91;11;1;4;2;5
654;"Tema 654";116;"David López - Regreso";"2022";163;"rap";"mumble-rap";0.74;0.85;0.42;0.11;0.28;158;-3.0;0;"David López";6164559;24;16.0;0.6667;3.67;6;1;3;2;5
655;"Tema 655";131;"Emma Rodríguez - 25 Aniversario";"2021";313;"r&b";"smooth-jazz";0.68;0.7;0.67;0.48;0.12;71;-30.0;0;"Emma Rodríguez";1630819;30;21.0;0.7;3.71;7;1;13;4;7
656;"Tema 656";86;"Diego Johnson - 25 Aniversario";"2021";203;"rap";"hip-hop";0.78;0.68;0.56;0.13;0.24;105;-29.5;0;"Diego Johnson";1189942;20;16.0;0.8;3.17;12;1;1;2;1
657;"Tema 657";14;"Bad Bunny - Reincidencia";"2022";278;"rock";"hard-rock";0.89;0.4;0.57;0.32;0.14;133;-26.0;0;"Bad Bunny";1293438;26;17.0;0.6538;4.08;12;0;0;0;6
658;"Tema 658";31;"Extremoduro - Tercero";"2021";121;"latin";"regional-mexicano";0.63;0.91;0.88;0.46;0.04;124;-17.9;1;"Extremoduro";4776665;32;21.0;0.6563;4.13;8;1;15;1;4
659;"Tema 659";128;"Sofia Torres - Vueltas";"2024";122;"clasica";"musica-clasica-instrumental";0.46;0.23;0.26;0.7;0.28;120;-19.3;1;"Sofia Torres";5924034;22;13.0;0.5909;4.33;6;1;13;3;7
660;"Tema 660";169;"Francisco Stone - Vueltas";"2023";329;"latin";"bachata";0.69;0.7;0.76;0.54;0.38;80;-13.0;0;"Francisco Stone";134889;28;21.0;0.75;4.6;5;1;24;1;4
661;"Tema 661";2;"Recycled J - Cuarto";"2024";262;"rap";"mumble-rap";0.85;0.63;0.52;0.08;0.24;113;-18.3;1;"Recycled J";15150607;29;22.0;0.7586;3.22;9;1;1;8;3
662;"Tema 662";38;"Bad Bunny - Debut";"2022";138;"r&b";"neo-soul";0.48;0.53;0.53;0.14;0.07;68;-0.4;0;"Bad Bunny";1322218;28;19.0;0.6786;3.7;10;1;12;2;3
663;"Tema 663";155;"Luis Green - Quinto";"2022";164;"electronica";"house";0.78;0.79;0.74;0.15;0.23;87;-5.6;0;"Luis Green";12742110;25;16.0;0.64;4.0;5;1;1;3;11
664;"Tema 664";46;"Doja Cat - Tercero";"2022";210;"rap";"rap-consciente";0.8;0.71;0.46;0.13;0.27;152;-20.5;0;"Doja Cat";9190046;24;21.0;0.875;3.43;7;1;2;3;1
