cancion_id,titulo,artista_id,album,anio_lanzamiento,duracion_seg,genero,subgenero,energia,bailabilidad,valencia,acusticidad,instrumentalidad,tempo,volumen_db,explicito
674,Tema 674,66,J. Cole - Reflexión,2020,277,r&b,r&b-contemporaneo,0.65,0.6,0.67,0.26,0.3,189,-16.4,0
675,Tema 675,197,Emma López - Debut,2020,290,latin,merengue,0.74,0.93,0.68,0.25,0.23,161,-0.9,0
676,Tema 676,158,Juan Pérez - Debut,2021,219,rap,trap,0.81,0.62,0.44,0.1,0.06,146,-10.3,0
677,Tema 677,123,Emma Rodríguez - Vueltas,2020,189,clasica,musica-clasica-instrumental,0.6,0.14,0.38,0.82,0.05,99,-3.5,0
678,Tema 678,138,David López - Nuevo,2023,331,rap,trap-latino,0.82,0.74,0.56,0.09,0.26,193,-28.2,0
679,Tema 679,186,Emma Brown - Regreso,2022,394,clasica,orquesta,0.51,0.28,0.52,0.99,0.06,113,-15.7,0
680,Tema 680,85,José Johnson - Reflexión,2022,153,reggaeton,reggaeton-trap,0.88,0.92,0.56,0.07,0.05,131,-18.2,0
681,Tema 681,87,Alex Fernández - Reincidencia,2024,204,rap,mumble-rap,0.75,0.86,0.38,0.01,0.22,159,-12.1,1
682,Tema 682,30,Bunbury - Reflexión,2022,281,flamenco,flamenco-puro,0.85,0.63,0.54,0.92,0.22,129,-27.6,0
683,Tema 683,128,Sofia Torres - Cuarto,2022,351,clasica,opera,0.38,0.27,0.4,0.79,0.06,115,-25.5,0
684,Tema 684,45,Olivia Rodrigo - Segundo Album,2022,139,indie,indie-pop,0.52,0.5,0.34,0.67,0.3,83,-12.4,0
685,Tema 685,7,Melendi - Reflexión,2023,376,electronica,techno,0.93,0.63,0.54,0.09,0.33,108,-6.5,0
686,Tema 686,124,Luis García - Evolución,2024,278,latin,merengue,0.7,0.94,0.64,0.55,0.39,96,-24.7,0
687,Tema 687,26,Taburete - Cambio de Dirección,2021,225,clasica,orquesta,0.46,0.01,0.4,0.85,0.23,177,-1.9,0
688,Tema 688,134,Emma Fernández - Segundo Album,2020,279,pop,pop-activo,0.67,0.67,0.82,0.39,0.01,82,-0.5,0
689,Tema 689,12,Juan Luis Guerra - Segundo Album,2024,279,rock,rock-duro,0.63,0.54,0.41,0.15,0.18,139,-10.7,0
690,Tema 690,54,Oasis - Nuevo,2021,218,pop,pop-latino,0.55,0.52,0.74,0.37,0.15,130,-23.5,0
691,Tema 691,198,Sofia Pérez - Vueltas,2020,259,reggaeton,reggaeton-trap,0.83,0.81,0.73,0.17,0.24,100,-19.4,0
692,Tema 692,4,Los Secretos - 25 Aniversario,2024,383,pop,pop-activo,0.72,0.69,0.83,0.29,0.31,112,-12.0,0
693,Tema 693,141,Carlos Smith - Nuevo,2022,192,rap,trap,0.82,0.94,0.52,0.12,0.09,122,-11.2,1
694,Tema 694,80,Francisco Stone - 25 Aniversario,2022,396,pop,pop-rock,0.63,0.56,0.52,0.28,0.31,72,-14.3,1
695,Tema 695,121,Francisco Pérez - Regreso,2020,174,flamenco,rumba,0.59,0.67,0.43,0.78,0.07,73,-24.5,1
696,Tema 696,101,José Brown - Tercero,2024,348,rock,grunge,0.68,0.42,0.32,0.26,0.2,151,-15.5,0
697,Tema 697,51,Bruno Mars - Evolución,2024,160,clasica,musica-clasica-instrumental,0.29,0.25,0.27,0.85,0.02,93,-27.9,1
698,Tema 698,179,Luis Green - Vueltas,2020,353,clasica,opera,0.39,0.17,0.64,0.87,0.38,179,-28.5,0
699,Tema 699,58,Queen - Tercero,2024,252,r&b,r&b-contemporaneo,0.43,0.51,0.47,0.32,0.26,160,-28.6,1
700,Tema 700,171,Alex Ramírez - Nuevo,2022,352,pop,pop-rock,0.78,0.79,0.62,0.12,0.07,67,-26.2,1
701,Tema 701,29,Elefantes - Nuevo,2023,356,rock,rock-alternativo,0.65,0.46,0.4,0.24,0.4,132,-9.5,0
702,Tema 702,155,Luis Green - 25 Aniversario,2021,380,electronica,house,0.98,0.65,0.49,0.08,0.03,163,-29.9,0
703,Tema 703,28,La Casa Azul - Nuevo,2024,156,r&b,r&b-contemporaneo,0.63,0.69,0.56,0.3,0.17,196,-29.3,0
704,Tema 704,152,Emma Green - Reincidencia,2021,244,r&b,neo-soul,0.52,0.55,0.44,0.48,0.24,183,-8.1,0
705,Tema 705,88,Carlos González - Cuarto,2024,340,rap,rap-consciente,0.79,0.74,0.39,0.02,0.07,147,-6.1,0
706,Tema 706,61,Metallica - Tercero,2020,369,flamenco,flamenco-puro,0.77,0.62,0.59,0.97,0.03,178,-21.6,0
707,Tema 707,25,Morat - Vueltas,2021,277,rap,rap-consciente,0.8,0.87,0.7,0.05,0.35,77,-5.1,0
708,Tema 708,176,Diego López - 25 Aniversario,2023,287,electronica,electro-house,0.69,0.74,0.5,0.15,0.07,75,-6.0,1
709,Tema 709,36,Ariana Grande - 25 Aniversario,2020,195,electronica,techno,0.73,0.86,0.51,0.09,0.33,175,-5.9,0
710,Tema 710,100,David Johnson - 25 Aniversario,2024,348,flamenco,flamenco-fusión,0.85,0.42,0.68,0.66,0.17,112,-13.5,0
711,Tema 711,82,Miguel Torres - Quinto,2024,275,reggaeton,reggaeton-romantico,0.82,0.9,0.8,0.03,0.27,148,-18.1,0
712,Tema 712,150,David Fernández - Debut,2024,381,indie,dream-pop,0.37,0.28,0.77,0.64,0.36,92,-0.3,0
713,Tema 713,16,C. Tangana - Nuevo,2024,147,rock,rock-duro,0.68,0.41,0.57,0.29,0.17,151,-19.3,1
714,Tema 714,73,Reggaeton Kings - Debut,2021,341,pop,synth-pop,0.64,0.7,0.56,0.24,0.22,160,-12.9,0
715,Tema 715,183,Gabriel Fernández - Reincidencia,2023,315,pop,pop-rock,0.48,0.76,0.51,0.21,0.31,199,-13.1,1
716,Tema 716,45,Olivia Rodrigo - Vueltas,2021,216,indie,post-punk,0.43,0.55,0.58,0.6,0.29,158,-11.7,0
717,Tema 717,93,Laura Green - Reincidencia,2021,267,indie,indie-pop,0.54,0.27,0.43,0.41,0.24,94,-14.6,1
718,Tema 718,166,Miguel Smith - Debut,2021,369,rock,hard-rock,0.72,0.3,0.5,0.21,0.29,94,-29.3,1
719,Tema 719,165,Sofia González - Reflexión,2023,353,indie,post-punk,0.59,0.67,0.39,0.44,0.04,168,-11.2,0
720,Tema 720,117,Miguel Johnson - Cambio de Dirección,2023,350,indie,dream-pop,0.58,0.4,0.56,0.65,0.08,150,-29.3,1
721,Tema 721,109,Diego Ramírez - 25 Aniversario,2020,375,flamenco,flamenco-fusión,0.84,0.63,0.76,0.84,0.32,188,-17.1,0
722,Tema 722,140,Carlos Green - 25 Aniversario,2022,137,latin,cumbia,0.86,0.93,0.77,0.27,0.11,183,-24.0,0
723,Tema 723,29,Elefantes - 25 Aniversario,2023,160,rock,rock-alternativo,0.7,0.39,0.52,0.34,0.17,194,-11.5,0
724,Tema 724,193,Ana Ramírez - Reflexión,2022,358,reggaeton,reggaeton-puro,0.72,0.82,0.47,0.1,0.09,193,-21.5,0
725,Tema 725,23,Camarón de la Isla - Cuarto,2023,159,clasica,opera,0.3,0.24,0.21,0.89,0.27,73,-6.0,0
726,Tema 726,137,Ana Ramírez - Reflexión,2020,360,electronica,electro-house,0.97,0.61,0.38,0.13,0.18,191,-13.1,0
727,Tema 727,147,Laura Fernández - Evolución,2022,335,reggaeton,perreo,0.9,0.94,0.77,0.2,0.29,135,-21.4,0
728,Tema 728,10,Fito & Fitipaldis - Evolución,2024,275,indie,post-punk,0.74,0.22,0.42,0.65,0.1,126,-23.4,1
729,Tema 729,122,Miguel Brown - 25 Aniversario,2021,146,r&b,r&b-contemporaneo,0.45,0.76,0.6,0.37,0.1,66,-7.3,0
730,Tema 730,22,Joan Manuel Serrat - Tercero,2024,159,indie,indie-folk,0.68,0.36,0.51,0.3,0.39,124,-10.6,1
731,Tema 731,72,Bob Marley - Quinto,2022,127,electronica,house,0.97,0.71,0.69,0.11,0.28,104,-1.0,0
732,Tema 732,190,Sofia Ramírez - Tercero,2023,309,rock,rock-alternativo,0.76,0.34,0.57,0.39,0.23,126,-23.8,0
733,Tema 733,61,Metallica - Vueltas,2021,390,flamenco,flamenco-puro,0.7,0.52,0.57,0.86,0.3,147,-23.0,0
734,Tema 734,38,Bad Bunny - 25 Aniversario,2021,373,r&b,smooth-jazz,0.54,0.58,0.48,0.41,0.36,158,-18.9,1
735,Tema 735,113,Alex González - Evolución,2021,227,indie,post-punk,0.68,0.65,0.72,0.29,0.38,148,-18.7,1
736,Tema 736,68,David Guetta - Reflexión,2020,146,flamenco,flamenco-fusión,0.64,0.42,0.59,0.64,0.1,178,-20.5,0
737,Tema 737,78,María Johnson - Vueltas,2024,239,electronica,electro-house,0.92,0.91,0.45,0.13,0.34,159,-7.1,0
738,Tema 738,38,Bad Bunny - Cambio de Dirección,2023,126,r&b,r&b-contemporaneo,0.45,0.71,0.78,0.37,0.13,174,-15.0,0
739,Tema 739,81,Gabriel Torres - Cambio de Dirección,2020,169,electronica,trance,0.86,0.78,0.36,0.05,0.32,150,-4.2,0
740,Tema 740,111,Juan Green - 25 Aniversario,2022,291,reggaeton,perreo,0.74,0.99,0.53,0.13,0.3,128,-5.6,0
741,Tema 741,66,J. Cole - Regreso,2024,320,r&b,smooth-jazz,0.73,0.59,0.74,0.15,0.28,121,-7.7,0
742,Tema 742,151,María García - Reflexión,2021,386,latin,merengue,0.84,0.76,0.86,0.27,0.02,106,-8.5,0
743,Tema 743,3,El Guincho - Regreso,2020,154,r&b,r&b-soul,0.57,0.75,0.55,0.17,0.33,165,-13.5,1
744,Tema 744,27,Sfdk - Regreso,2023,299,indie,indie-pop,0.39,0.56,0.56,0.5,0.18,132,-5.1,0
745,Tema 745,9,Bunbury - Debut,2024,167,indie,indie-rock,0.71,0.55,0.35,0.62,0.27,115,-9.1,0
746,Tema 746,164,Alex García - Segundo Album,2020,164,rock,grunge,0.75,0.56,0.59,0.15,0.16,93,-3.4,0
747,Tema 747,196,Luis González - Regreso,2024,214,flamenco,flamenco-puro,0.52,0.78,0.67,0.85,0.11,107,-22.5,0
748,Tema 748,120,Sofia González - Regreso,2020,352,clasica,opera,0.57,0.09,0.59,0.82,0.06,169,-29.7,0
749,Tema 749,171,Alex Ramírez - Reflexión,2022,251,pop,pop-urbano,0.62,0.84,0.65,0.21,0.14,78,-14.4,0
750,Tema 750,16,C. Tangana - Reincidencia,2023,290,rock,rock-duro,0.78,0.56,0.5,0.3,0.06,126,-0.5,0
751,Tema 751,68,David Guetta - Tercero,2023,155,flamenco,rumba,0.6,0.43,0.67,0.84,0.17,111,-17.3,0
752,Tema 752,46,Doja Cat - Regreso,2023,175,rap,hip-hop,0.94,0.67,0.63,0.13,0.17,198,-16.3,0
753,Tema 753,56,The Strokes - 25 Aniversario,2020,346,r&b,r&b-contemporaneo,0.49,0.73,0.61,0.23,0.24,86,-0.1,1
754,Tema 754,19,Alejandro Sanz - 25 Aniversario,2022,348,r&b,r&b-soul,0.55,0.78,0.54,0.12,0.08,187,-17.4,1
755,Tema 755,164,Alex García - Debut,2020,319,rock,rock-progresivo,0.69,0.3,0.67,0.44,0.3,98,-25.0,0
756,Tema 756,101,José Brown - 25 Aniversario,2020,383,rock,hard-rock,0.65,0.32,0.59,0.47,0.17,182,-26.4,0
757,Tema 757,187,José Brown - Reflexión,2020,396,rap,hip-hop,0.85,0.72,0.45,0.12,0.29,60,-26.7,0
758,Tema 758,177,Luis López - Reflexión,2023,182,flamenco,flamenco-pop,0.51,0.8,0.49,0.62,0.08,145,-28.8,0
759,Tema 759,103,Francisco Stone - Debut,2020,307,latin,regional-mexicano,0.74,0.9,0.7,0.38,0.27,147,-14.7,1
760,Tema 760,118,Miguel Smith - Reflexión,2022,223,rock,rock-alternativo,0.94,0.56,0.3,0.41,0.18,70,-0.3,0
761,Tema 761,170,Laura Sánchez - Cuarto,2022,319,clasica,orquesta,0.34,0.3,0.58,0.77,0.22,151,-0.2,0
762,Tema 762,162,Francisco Pérez - Vueltas,2021,191,indie,indie-rock,0.73,0.25,0.65,0.37,0.0,109,-17.9,1
763,Tema 763,152,Emma Green - Cuarto,2023,319,r&b,r&b-soul,0.48,0.75,0.53,0.43,0.0,198,-20.8,0
764,Tema 764,128,Sofia Torres - Cambio de Dirección,2023,128,clasica,orquesta,0.22,0.07,0.23,0.76,0.22,146,-21.3,1
765,Tema 765,185,Carlos Smith - Debut,2023,180,latin,salsa,0.75,0.79,0.86,0.56,0.2,193,-20.1,0
766,Tema 766,174,Laura González - Cambio de Dirección,2021,239,rock,rock-duro,0.64,0.59,0.32,0.22,0.12,69,-20.4,0
767,Tema 767,126,Francisco Fernández - Regreso,2020,361,rock,grunge,0.67,0.53,0.35,0.35,0.05,71,-27.9,1
768,Tema 768,167,Ana Smith - Tercero,2020,208,latin,cumbia,0.92,0.75,0.85,0.42,0.03,138,-1.3,0
769,Tema 769,25,Morat - Vueltas,2024,207,rap,mumble-rap,0.77,0.9,0.37,0.17,0.01,76,-14.6,0
770,Tema 770,28,La Casa Azul - Segundo Album,2023,232,r&b,r&b-soul,0.67,0.78,0.76,0.43,0.36,111,-24.0,0
771,Tema 771,189,José Sánchez - Regreso,2023,286,rap,trap-latino,0.79,0.7,0.45,0.08,0.22,199,-25.2,1
772,Tema 772,55,Arctic Monkeys - Reflexión,2020,208,indie,indie-folk,0.65,0.28,0.46,0.45,0.32,76,-7.8,1
773,Tema 773,37,Ed Sheeran - Reflexión,2023,206,indie,indie-folk,0.62,0.28,0.57,0.24,0.15,102,-17.6,0
774,Tema 774,149,David Stone - Debut,2021,171,flamenco,rumba,0.52,0.51,0.78,0.98,0.14,100,-28.7,1
775,Tema 775,125,Ana Green - Segundo Album,2020,123,indie,indie-pop,0.39,0.4,0.77,0.27,0.31,82,-26.7,0
776,Tema 776,152,Emma Green - Quinto,2023,363,r&b,neo-soul,0.74,0.61,0.71,0.24,0.25,112,-24.2,1
777,Tema 777,70,Tiësto - Cambio de Dirección,2023,330,clasica,camara,0.17,0.28,0.66,0.97,0.25,104,-5.8,0
778,Tema 778,10,Fito & Fitipaldis - 25 Aniversario,2021,375,indie,post-punk,0.33,0.37,0.46,0.52,0.14,82,-25.5,0
779,Tema 779,78,María Johnson - Nuevo,2023,122,electronica,trance,0.84,0.89,0.49,0.02,0.08,120,-22.9,1
780,Tema 780,136,Miguel Ramírez - Segundo Album,2024,305,rock,grunge,0.72,0.49,0.54,0.38,0.15,189,-5.3,1
781,Tema 781,198,Sofia Pérez - Regreso,2021,261,reggaeton,reggaeton-puro,0.76,0.89,0.72,0.04,0.04,109,-3.5,1
782,Tema 782,39,Dua Lipa - Regreso,2023,374,indie,indie-pop,0.47,0.54,0.31,0.55,0.13,100,-28.3,0
783,Tema 783,12,Juan Luis Guerra - Debut,2022,265,rock,rock-alternativo,0.84,0.37,0.45,0.13,0.06,171,-21.1,0
784,Tema 784,158,Juan Pérez - Reflexión,2023,142,rap,trap-latino,0.73,0.92,0.3,0.1,0.05,73,-20.8,0
785,Tema 785,46,Doja Cat - Tercero,2020,368,rap,mumble-rap,0.98,0.66,0.69,0.04,0.3,89,-13.6,1
786,Tema 786,61,Metallica - Evolución,2023,286,flamenco,rumba,0.85,0.62,0.61,0.68,0.07,110,-2.5,0
787,Tema 787,84,Alex Green - Cuarto,2020,286,flamenco,flamenco-fusión,0.63,0.55,0.7,0.74,0.38,85,-7.9,1
788,Tema 788,106,Carlos González - Cuarto,2023,232,rock,rock-duro,0.84,0.56,0.32,0.2,0.19,180,-23.2,0
789,Tema 789,14,Bad Bunny - Reincidencia,2021,230,rock,grunge,0.9,0.58,0.47,0.24,0.38,176,-16.7,1
790,Tema 790,96,Gabriel Fernández - Tercero,2023,219,clasica,opera,0.34,0.11,0.65,0.87,0.3,129,-5.6,1
791,Tema 791,33,The Weeknd - Debut,2024,150,electronica,deep-house,0.74,0.75,0.72,0.05,0.32,94,-1.8,1
792,Tema 792,120,Sofia González - Vueltas,2023,207,clasica,opera,0.41,0.22,0.6,0.95,0.16,116,-28.5,0
793,Tema 793,155,Luis Green - Tercero,2024,207,electronica,trance,0.76,0.84,0.53,0.11,0.14,118,-11.0,1
794,Tema 794,134,Emma Fernández - Vueltas,2021,362,pop,pop-rock,0.47,0.76,0.72,0.16,0.12,131,-7.5,1
795,Tema 795,110,David Smith - Evolución,2021,246,pop,pop-latino,0.59,0.58,0.89,0.31,0.38,171,-17.2,0
796,Tema 796,152,Emma Green - Tercero,2024,122,r&b,smooth-jazz,0.57,0.77,0.61,0.38,0.1,71,-16.6,1
797,Tema 797,121,Francisco Pérez - Evolución,2024,137,flamenco,rumba,0.55,0.48,0.4,0.62,0.39,195,-22.7,0
798,Tema 798,179,Luis Green - Segundo Album,2023,373,clasica,camara,0.43,0.25,0.48,0.75,0.29,81,-12.0,0
799,Tema 799,4,Los Secretos - Evolución,2023,231,pop,pop-urbano,0.69,0.77,0.89,0.27,0.14,151,-10.5,0
800,Tema 800,166,Miguel Smith - Segundo Album,2020,365,rock,rock-progresivo,0.63,0.57,0.35,0.23,0.33,101,-12.1,0
801,Tema 801,147,Laura Fernández - Evolución,2024,132,reggaeton,reggaeton-romantico,0.82,0.89,0.74,0.07,0.35,178,-27.4,0
802,Tema 802,181,Francisco Fernández - Reincidencia,2021,309,rap,rap-consciente,0.93,0.9,0.37,0.09,0.07,60,-8.8,0
803,Tema 803,19,Alejandro Sanz - Reincidencia,2022,391,r&b,r&b-soul,0.59,0.69,0.48,0.18,0.02,135,-20.3,0
804,Tema 804,70,Tiësto - Evolución,2024,397,clasica,camara,0.38,0.26,0.53,0.83,0.38,80,-8.4,0
805,Tema 805,86,Diego Johnson - Evolución,2020,383,rap,trap,0.98,0.78,0.4,0.01,0.29,73,-26.4,1
806,Tema 806,94,José Rodríguez - Vueltas,2024,140,flamenco,flamenco-pop,0.62,0.61,0.63,0.84,0.07,153,-18.6,1
807,Tema 807,144,María Rodríguez - Evolución,2020,224,indie,indie-pop,0.61,0.68,0.66,0.66,0.3,145,-12.2,1
808,Tema 808,30,Bunbury - Regreso,2023,227,flamenco,flamenco-fusión,0.58,0.67,0.65,0.84,0.2,142,-14.1,0
809,Tema 809,69,Calvin Harris - Cambio de Dirección,2023,261,pop,pop-activo,0.53,0.68,0.58,0.34,0.07,76,-27.5,0
810,Tema 810,116,David López - Vueltas,2024,389,rap,trap-latino,0.83,0.83,0.48,0.06,0.22,180,-19.6,0
811,Tema 811,174,Laura González - Cambio de Dirección,2022,351,rock,grunge,0.97,0.58,0.5,0.23,0.29,154,-28.9,0
812,Tema 812,178,Miguel González - Reflexión,2020,216,indie,dream-pop,0.54,0.37,0.76,0.21,0.22,82,-7.8,1
813,Tema 813,46,Doja Cat - Quinto,2020,175,rap,hip-hop,0.85,0.63,0.69,0.1,0.25,130,-22.9,1
814,Tema 814,38,Bad Bunny - Vueltas,2021,224,r&b,r&b-soul,0.57,0.63,0.43,0.14,0.33,135,-22.8,0
815,Tema 815,175,Emma Martínez - Cambio de Dirección,2021,362,r&b,r&b-contemporaneo,0.47,0.65,0.71,0.12,0.23,167,-26.4,0
816,Tema 816,166,Miguel Smith - Debut,2022,216,rock,rock-duro,0.61,0.32,0.63,0.15,0.02,65,-16.9,0
817,Tema 817,60,Pink Floyd - Cambio de Dirección,2022,330,latin,regional-mexicano,0.9,0.77,0.73,0.22,0.18,147,-12.7,0
818,Tema 818,84,Alex Green - Vueltas,2024,391,flamenco,rumba,0.73,0.53,0.53,0.64,0.15,177,-27.0,0
819,Tema 819,34,Drake - Reflexión,2022,207,reggaeton,perreo,0.93,0.99,0.79,0.17,0.24,118,-9.0,0
820,Tema 820,74,Luis Fonsi - Reflexión,2020,195,r&b,r&b-contemporaneo,0.5,0.69,0.58,0.29,0.3,132,-21.5,0
821,Tema 821,43,Harry Styles - 25 Aniversario,2021,394,clasica,opera,0.26,0.28,0.23,0.85,0.37,106,-11.7,0
822,Tema 822,182,Alex González - Evolución,2021,202,flamenco,flamenco-fusión,0.72,0.5,0.54,0.94,0.22,89,-14.6,1
823,Tema 823,82,Miguel Torres - 25 Aniversario,2021,345,reggaeton,perreo,0.73,0.8,0.79,0.08,0.24,154,-27.6,1
824,Tema 824,144,María Rodríguez - Evolución,2020,282,indie,indie-folk,0.64,0.67,0.59,0.26,0.23,97,-7.0,0
825,Tema 825,139,Ana García - Tercero,2024,274,pop,pop-activo,0.56,0.81,0.76,0.37,0.25,66,-26.1,0
826,Tema 826,128,Sofia Torres - Reflexión,2021,354,clasica,opera,0.25,0.06,0.65,0.93,0.27,99,-21.0,1
827,Tema 827,190,Sofia Ramírez - Cambio de Dirección,2024,289,rock,rock-progresivo,0.67,0.53,0.49,0.19,0.25,181,-28.8,0
828,Tema 828,194,Sofia Ramírez - 25 Aniversario,2021,346,r&b,r&b-contemporaneo,0.51,0.64,0.46,0.49,0.08,88,-26.1,0
829,Tema 829,11,Javier Álvarez - Tercero,2024,179,pop,pop-latino,0.48,0.77,0.67,0.27,0.01,66,-29.0,0
830,Tema 830,57,David Bowie - Vueltas,2022,167,latin,merengue,0.76,0.9,0.87,0.23,0.22,74,-2.6,0
831,Tema 831,50,Justin Timberlake - 25 Aniversario,2024,233,latin,merengue,0.74,0.91,0.64,0.57,0.3,110,-1.8,1
832,Tema 832,138,David López - Vueltas,2020,382,rap,rap-consciente,0.9,0.73,0.68,0.06,0.13,109,-9.0,0
833,Tema 833,155,Luis Green - 25 Aniversario,2024,148,electronica,deep-house,0.91,0.93,0.4,0.12,0.3,161,-28.1,1
834,Tema 834,110,David Smith - Nuevo,2023,310,pop,pop-activo,0.55,0.6,0.62,0.39,0.26,132,-8.5,0
835,Tema 835,79,David Stone - Vueltas,2024,164,indie,indie-pop,0.79,0.39,0.7,0.42,0.35,173,-24.6,0
836,Tema 836,107,Juan Rodríguez - Reflexión,2023,267,indie,indie-pop,0.77,0.31,0.46,0.58,0.16,168,-11.8,0
837,Tema 837,107,Juan Rodríguez - Tercero,2024,164,indie,indie-pop,0.52,0.57,0.41,0.23,0.12,113,-15.8,0
838,Tema 838,135,José Martínez - Nuevo,2020,312,clasica,orquesta,0.18,0.11,0.4,0.72,0.23,61,-3.5,0
839,Tema 839,70,Tiësto - Reincidencia,2021,356,clasica,camara,0.18,0.18,0.53,0.83,0.28,111,-17.7,1
840,Tema 840,98,Diego Rodríguez - Quinto,2024,371,rap,trap-latino,0.85,0.6,0.58,0.13,0.02,137,-19.0,0
841,Tema 841,78,María Johnson - Vueltas,2024,357,electronica,techno,0.99,0.75,0.55,0.14,0.29,66,-12.5,0
842,Tema 842,40,The Weeknd - Quinto,2022,361,clasica,orquesta,0.5,0.26,0.43,0.84,0.15,133,-1.0,0
843,Tema 843,126,Francisco Fernández - Evolución,2021,134,rock,rock-duro,0.88,0.32,0.65,0.29,0.03,130,-13.5,0
844,Tema 844,18,Enrique Iglesias - 25 Aniversario,2022,366,electronica,trance,0.77,0.91,0.4,0.12,0.22,171,-28.4,0
845,Tema 845,161,Diego Sánchez - Regreso,2023,181,reggaeton,perreo,0.99,0.9,0.52,0.09,0.34,191,-20.9,0
846,Tema 846,5,Duncan Dhu - Quinto,2021,149,clasica,camara,0.2,0.04,0.35,0.93,0.19,141,-23.2,0
847,Tema 847,178,Miguel González - Tercero,2022,203,indie,indie-rock,0.38,0.37,0.77,0.37,0.4,129,-15.4,0
848,Tema 848,163,Carlos Johnson - Nuevo,2020,268,rap,trap,0.75,0.91,0.48,0.14,0.39,195,-28.5,0
849,Tema 849,20,Ricky Martin - Cambio de Dirección,2021,213,electronica,house,0.64,0.85,0.44,0.03,0.02,102,-29.3,0
850,Tema 850,81,Gabriel Torres - Regreso,2022,258,electronica,deep-house,0.91,0.65,0.53,0.09,0.17,84,-29.2,0
851,Tema 851,91,Francisco Green - Tercero,2020,190,clasica,opera,0.49,0.0,0.58,0.97,0.17,155,-13.9,0
852,Tema 852,106,Carlos González - Nuevo,2021,172,rock,rock-alternativo,0.79,0.42,0.65,0.46,0.13,99,-11.5,0
853,Tema 853,49,Shawn Mendes - Reflexión,2024,389,indie,post-punk,0.76,0.68,0.55,0.43,0.11,89,-1.2,0
854,Tema 854,20,Ricky Martin - Segundo Album,2021,128,electronica,electro-house,0.66,0.8,0.44,0.04,0.16,149,-0.0,0
855,Tema 855,93,Laura Green - Tercero,2023,387,indie,indie-folk,0.33,0.49,0.34,0.28,0.18,104,-14.7,0
856,Tema 856,8,Leiva - Evolución,2020,233,flamenco,flamenco-fusión,0.6,0.53,0.43,0.72,0.39,96,-1.7,0
857,Tema 857,79,David Stone - Tercero,2021,186,indie,indie-rock,0.47,0.49,0.75,0.2,0.32,168,-1.5,0
858,Tema 858,29,Elefantes - Segundo Album,2020,367,rock,hard-rock,0.64,0.35,0.68,0.32,0.01,70,-22.3,1
859,Tema 859,9,Bunbury - Reflexión,2024,150,indie,dream-pop,0.52,0.55,0.67,0.7,0.12,90,-13.9,0
860,Tema 860,12,Juan Luis Guerra - Segundo Album,2022,125,rock,rock-duro,0.81,0.42,0.37,0.49,0.34,91,-15.1,0
861,Tema 861,53,Radiohead - 25 Aniversario,2021,214,indie,indie-folk,0.6,0.31,0.57,0.55,0.21,67,-0.3,1
862,Tema 862,192,Laura Green - Quinto,2024,298,flamenco,flamenco-pop,0.74,0.55,0.71,0.67,0.15,101,-19.6,0
863,Tema 863,200,Emma López - Evolución,2024,243,reggaeton,reggaeton-puro,0.83,0.96,0.59,0.16,0.23,85,-19.7,0
864,Tema 864,196,Luis González - Debut,2024,231,flamenco,flamenco-fusión,0.82,0.5,0.49,0.8,0.1,132,-29.7,1
865,Tema 865,194,Sofia Ramírez - Cambio de Dirección,2020,170,r&b,neo-soul,0.63,0.65,0.58,0.49,0.23,189,-4.1,0
866,Tema 866,122,Miguel Brown - Nuevo,2024,214,r&b,smooth-jazz,0.45,0.67,0.75,0.33,0.29,87,-18.8,1
867,Tema 867,91,Francisco Green - Reincidencia,2023,229,clasica,camara,0.15,0.14,0.4,0.96,0.1,164,-1.0,1
868,Tema 868,81,Gabriel Torres - Segundo Album,2023,176,electronica,trance,0.98,0.69,0.47,0.13,0.39,94,-16.7,0
869,Tema 869,93,Laura Green - Evolución,2022,140,indie,indie-rock,0.46,0.46,0.64,0.34,0.29,143,-28.5,0
870,Tema 870,99,Gabriel González - Quinto,2023,279,clasica,musica-clasica-instrumental,0.12,0.12,0.38,0.79,0.2,117,-20.4,0
871,Tema 871,75,Daddy Yankee - Reincidencia,2021,155,rock,hard-rock,0.68,0.39,0.69,0.26,0.18,154,-12.7,1
872,Tema 872,173,Ana Brown - Vueltas,2020,322,reggaeton,reggaeton-romantico,1.0,0.85,0.67,0.14,0.24,193,-27.3,0
873,Tema 873,22,Joan Manuel Serrat - Segundo Album,2021,322,indie,dream-pop,0.64,0.23,0.6,0.57,0.08,86,-4.8,0
874,Tema 874,44,Justin Bieber - Segundo Album,2022,221,rap,trap,0.71,0.9,0.48,0.04,0.05,111,-1.4,0
875,Tema 875,104,Emma Smith - Segundo Album,2021,337,latin,bachata,0.63,0.75,0.7,0.45,0.22,131,-26.2,0
876,Tema 876,197,Emma López - 25 Aniversario,2024,259,latin,bachata,0.7,0.76,0.66,0.36,0.28,151,-23.5,0
877,Tema 877,155,Luis Green - Reincidencia,2023,381,electronica,deep-house,0.75,0.74,0.79,0.14,0.32,97,-22.8,0
878,Tema 878,28,La Casa Azul - Segundo Album,2022,370,r&b,smooth-jazz,0.42,0.6,0.51,0.3,0.31,119,-4.3,0
879,Tema 879,35,Billie Eilish - Debut,2020,147,electronica,house,0.94,0.73,0.64,0.05,0.02,187,-9.0,0
